date,prefecture,raw_daily,raw_weekly,medication_harmonized_daily
2018.07.05,Nagasaki,0,0,0
2018.07.06,Nagasaki,0,0,0
2018.07.07,Nagasaki,0,0,0
2018.07.08,Nagasaki,0,34,0
2018.07.09,Nagasaki,47,34,26.5625
2018.07.10,Nagasaki,0,34,0
2018.07.11,Nagasaki,0,34,0
2018.07.12,Nagasaki,0,34,0
2018.07.13,Nagasaki,0,34,0
2018.07.14,Nagasaki,47,34,26.5625
2018.07.15,Nagasaki,0,0,0
2018.07.16,Nagasaki,0,0,0
2018.07.17,Nagasaki,0,0,0
2018.07.18,Nagasaki,0,0,0
2018.07.19,Nagasaki,0,0,0
2018.07.20,Nagasaki,0,0,0
2018.07.21,Nagasaki,0,0,0
2018.07.22,Nagasaki,0,17,0
2018.07.23,Nagasaki,0,17,0
2018.07.24,Nagasaki,0,17,0
2018.07.25,Nagasaki,0,17,0
2018.07.26,Nagasaki,0,17,0
2018.07.27,Nagasaki,45,17,26.5625
2018.07.28,Nagasaki,0,17,0
2018.07.29,Nagasaki,0,0,0
2018.07.30,Nagasaki,0,0,0
2018.07.31,Nagasaki,0,0,0
2018.08.01,Nagasaki,0,0,0
2018.08.02,Nagasaki,0,0,0
2018.08.03,Nagasaki,0,0,0
2018.08.04,Nagasaki,0,0,0
2018.08.05,Nagasaki,0,0,0
2018.08.06,Nagasaki,0,0,0
2018.08.07,Nagasaki,0,0,0
2018.08.08,Nagasaki,0,0,0
2018.08.09,Nagasaki,0,0,0
2018.08.10,Nagasaki,0,0,0
2018.08.11,Nagasaki,0,0,0
2018.08.12,Nagasaki,0,0,0
2018.08.13,Nagasaki,0,0,0
2018.08.14,Nagasaki,0,0,0
2018.08.15,Nagasaki,0,0,0
2018.08.16,Nagasaki,0,0,0
2018.08.17,Nagasaki,0,0,0
2018.08.18,Nagasaki,43,0,0
2018.08.19,Nagasaki,0,16,0
2018.08.20,Nagasaki,0,16,0
2018.08.21,Nagasaki,42,16,25
2018.08.22,Nagasaki,0,16,0
2018.08.23,Nagasaki,0,16,0
2018.08.24,Nagasaki,0,16,0
2018.08.25,Nagasaki,0,16,0
2018.08.26,Nagasaki,0,0,0
2018.08.27,Nagasaki,0,0,0
2018.08.28,Nagasaki,0,0,0
2018.08.29,Nagasaki,0,0,0
2018.08.30,Nagasaki,0,0,0
2018.08.31,Nagasaki,0,0,0
2018.09.01,Nagasaki,0,0,0
2018.09.02,Nagasaki,0,0,0
2018.09.03,Nagasaki,0,0,0
2018.09.04,Nagasaki,0,0,0
2018.09.05,Nagasaki,0,0,0
2018.09.06,Nagasaki,0,0,0
2018.09.07,Nagasaki,0,0,0
2018.09.08,Nagasaki,0,0,0
2018.09.09,Nagasaki,0,0,0
2018.09.10,Nagasaki,0,0,0
2018.09.11,Nagasaki,0,0,0
2018.09.12,Nagasaki,46,0,0
2018.09.13,Nagasaki,0,0,0
2018.09.14,Nagasaki,0,0,0
2018.09.15,Nagasaki,0,0,0
2018.09.16,Nagasaki,0,0,0
2018.09.17,Nagasaki,0,0,0
2018.09.18,Nagasaki,0,0,0
2018.09.19,Nagasaki,0,0,0
2018.09.20,Nagasaki,0,0,0
2018.09.21,Nagasaki,0,0,0
2018.09.22,Nagasaki,0,0,0
2018.09.23,Nagasaki,0,17,0
2018.09.24,Nagasaki,0,17,0
2018.09.25,Nagasaki,50,17,26.562502
2018.09.26,Nagasaki,0,17,0
2018.09.27,Nagasaki,0,17,0
2018.09.28,Nagasaki,0,17,0
2018.09.29,Nagasaki,0,17,0
2018.09.30,Nagasaki,0,0,0
2018.10.01,Nagasaki,0,0,0
2018.10.02,Nagasaki,0,0,0
2018.10.03,Nagasaki,0,0,0
2018.10.04,Nagasaki,0,0,0
2018.10.05,Nagasaki,0,0,0
2018.10.06,Nagasaki,0,0,0
2018.10.07,Nagasaki,0,0,0
2018.10.08,Nagasaki,0,0,0
2018.10.09,Nagasaki,0,0,0
2018.10.10,Nagasaki,0,0,0
2018.10.11,Nagasaki,0,0,0
2018.10.12,Nagasaki,0,0,0
2018.10.13,Nagasaki,0,0,0
2018.10.14,Nagasaki,0,0,0
2018.10.15,Nagasaki,0,0,0
2018.10.16,Nagasaki,0,0,0
2018.10.17,Nagasaki,0,0,0
2018.10.18,Nagasaki,0,0,0
2018.10.19,Nagasaki,100,0,0
2018.10.20,Nagasaki,0,0,0
2018.10.21,Nagasaki,0,0,0
2018.10.22,Nagasaki,0,0,0
2018.10.23,Nagasaki,0,0,0
2018.10.24,Nagasaki,0,0,0
2018.10.25,Nagasaki,0,0,0
2018.10.26,Nagasaki,0,0,0
2018.10.27,Nagasaki,0,0,0
2018.10.28,Nagasaki,0,19,0
2018.10.29,Nagasaki,0,19,0
2018.10.30,Nagasaki,0,19,0
2018.10.31,Nagasaki,0,19,0
2018.11.01,Nagasaki,51,19,29.6875
2018.11.02,Nagasaki,0,19,0
2018.11.03,Nagasaki,0,19,0
2018.11.04,Nagasaki,0,0,0
2018.11.05,Nagasaki,0,0,0
2018.11.06,Nagasaki,0,0,0
2018.11.07,Nagasaki,0,0,0
2018.11.08,Nagasaki,0,0,0
2018.11.09,Nagasaki,0,0,0
2018.11.10,Nagasaki,0,0,0
2018.11.11,Nagasaki,0,0,0
2018.11.12,Nagasaki,0,0,0
2018.11.13,Nagasaki,0,0,0
2018.11.14,Nagasaki,0,0,0
2018.11.15,Nagasaki,0,0,0
2018.11.16,Nagasaki,0,0,0
2018.11.17,Nagasaki,0,0,0
2018.11.18,Nagasaki,0,0,0
2018.11.19,Nagasaki,0,0,0
2018.11.20,Nagasaki,0,0,0
2018.11.21,Nagasaki,0,0,0
2018.11.22,Nagasaki,0,0,0
2018.11.23,Nagasaki,0,0,0
2018.11.24,Nagasaki,0,0,0
2018.11.25,Nagasaki,46,18,28.124998
2018.11.26,Nagasaki,0,18,0
2018.11.27,Nagasaki,0,18,0
2018.11.28,Nagasaki,0,18,0
2018.11.29,Nagasaki,0,18,0
2018.11.30,Nagasaki,0,18,0
2018.12.01,Nagasaki,0,18,0
2018.12.02,Nagasaki,0,0,0
2018.12.03,Nagasaki,0,0,0
2018.12.04,Nagasaki,0,0,0
2018.12.05,Nagasaki,0,0,0
2018.12.06,Nagasaki,0,0,0
2018.12.07,Nagasaki,0,0,0
2018.12.08,Nagasaki,0,0,0
2018.12.09,Nagasaki,0,18,0
2018.12.10,Nagasaki,0,18,0
2018.12.11,Nagasaki,0,18,0
2018.12.12,Nagasaki,0,18,0
2018.12.13,Nagasaki,0,18,0
2018.12.14,Nagasaki,0,18,0
2018.12.15,Nagasaki,0,18,0
2018.12.16,Nagasaki,0,0,0
2018.12.17,Nagasaki,0,0,0
2018.12.18,Nagasaki,0,0,0
2018.12.19,Nagasaki,0,0,0
2018.12.20,Nagasaki,0,0,0
2018.12.21,Nagasaki,0,0,0
2018.12.22,Nagasaki,0,0,0
2018.12.23,Nagasaki,0,0,0
2018.12.24,Nagasaki,0,0,0
2018.12.25,Nagasaki,0,0,0
2018.12.26,Nagasaki,0,0,0
2018.12.27,Nagasaki,0,0,0
2018.12.28,Nagasaki,0,0,0
2018.12.29,Nagasaki,0,0,0
2018.12.30,Nagasaki,0,0,0
2018.12.31,Nagasaki,0,0,0
2019.01.01,Nagasaki,0,0,0
2019.01.02,Nagasaki,0,0,0
2019.01.03,Nagasaki,0,0,0
2019.01.04,Nagasaki,0,0,0
2019.01.05,Nagasaki,0,0,0
2019.01.06,Nagasaki,0,0,0
2019.01.07,Nagasaki,0,0,0
2019.01.08,Nagasaki,0,0,0
2019.01.09,Nagasaki,0,0,0
2019.01.10,Nagasaki,0,0,0
2019.01.11,Nagasaki,0,0,0
2019.01.12,Nagasaki,0,0,0
2019.01.13,Nagasaki,0,0,0
2019.01.14,Nagasaki,0,0,0
2019.01.15,Nagasaki,0,0,0
2019.01.16,Nagasaki,0,0,0
2019.01.17,Nagasaki,0,0,0
2019.01.18,Nagasaki,0,0,0
2019.01.19,Nagasaki,0,0,0
2019.01.20,Nagasaki,0,0,0
2019.01.21,Nagasaki,0,0,0
2019.01.22,Nagasaki,0,0,0
2019.01.23,Nagasaki,0,0,0
2019.01.24,Nagasaki,0,0,0
2019.01.25,Nagasaki,0,0,0
2019.01.26,Nagasaki,0,0,0
2019.01.27,Nagasaki,34,34,53.125
2019.01.28,Nagasaki,0,34,0
2019.01.29,Nagasaki,0,34,0
2019.01.30,Nagasaki,0,34,0
2019.01.31,Nagasaki,0,34,0
2019.02.01,Nagasaki,0,34,0
2019.02.02,Nagasaki,0,34,0
2019.02.03,Nagasaki,0,16,0
2019.02.04,Nagasaki,0,16,0
2019.02.05,Nagasaki,0,16,0
2019.02.06,Nagasaki,17,16,25
2019.02.07,Nagasaki,0,16,0
2019.02.08,Nagasaki,0,16,0
2019.02.09,Nagasaki,0,16,0
2019.02.10,Nagasaki,0,50,0
2019.02.11,Nagasaki,0,50,0
2019.02.12,Nagasaki,0,50,0
2019.02.13,Nagasaki,0,50,0
2019.02.14,Nagasaki,18,50,26.53302
2019.02.15,Nagasaki,35,50,51.591984
2019.02.16,Nagasaki,0,50,0
2019.02.17,Nagasaki,0,100,0
2019.02.18,Nagasaki,0,100,0
2019.02.19,Nagasaki,34,100,25.788836
2019.02.20,Nagasaki,18,100,13.652912
2019.02.21,Nagasaki,18,100,13.652912
2019.02.22,Nagasaki,36,100,27.305824
2019.02.23,Nagasaki,100,100,75.84951
2019.02.24,Nagasaki,17,51,25.560141
2019.02.25,Nagasaki,18,51,27.063679
2019.02.26,Nagasaki,18,51,27.063679
2019.02.27,Nagasaki,0,51,0
2019.02.28,Nagasaki,0,51,0
2019.03.01,Nagasaki,0,51,0
2019.03.02,Nagasaki,0,51,0
2019.03.03,Nagasaki,0,66,0
2019.03.04,Nagasaki,18,66,21.584303
2019.03.05,Nagasaki,0,66,0
2019.03.06,Nagasaki,16,66,19.186047
2019.03.07,Nagasaki,0,66,0
2019.03.08,Nagasaki,18,66,21.584303
2019.03.09,Nagasaki,34,66,40.770351
2019.03.10,Nagasaki,0,33,0
2019.03.11,Nagasaki,35,33,51.5625
2019.03.12,Nagasaki,0,33,0
2019.03.13,Nagasaki,0,33,0
2019.03.14,Nagasaki,0,33,0
2019.03.15,Nagasaki,0,33,0
2019.03.16,Nagasaki,0,33,0
2019.03.17,Nagasaki,0,66,0
2019.03.18,Nagasaki,18,66,21.838236
2019.03.19,Nagasaki,16,66,19.411764
2019.03.20,Nagasaki,17,66,20.625
2019.03.21,Nagasaki,0,66,0
2019.03.22,Nagasaki,0,66,0
2019.03.23,Nagasaki,34,66,41.25
2019.03.24,Nagasaki,0,49,0
2019.03.25,Nagasaki,17,49,15.134447
2019.03.26,Nagasaki,18,49,16.024708
2019.03.27,Nagasaki,17,49,15.134447
2019.03.28,Nagasaki,17,49,15.134447
2019.03.29,Nagasaki,0,49,0
2019.03.30,Nagasaki,17,49,15.134447
2019.03.31,Nagasaki,0,17,0
2019.04.01,Nagasaki,0,17,0
2019.04.02,Nagasaki,0,17,0
2019.04.03,Nagasaki,18,17,26.5625
2019.04.04,Nagasaki,0,17,0
2019.04.05,Nagasaki,0,17,0
2019.04.06,Nagasaki,0,17,0
2019.04.07,Nagasaki,0,35,0
2019.04.08,Nagasaki,18,35,26.604729
2019.04.09,Nagasaki,0,35,0
2019.04.10,Nagasaki,0,35,0
2019.04.11,Nagasaki,0,35,0
2019.04.12,Nagasaki,19,35,28.082771
2019.04.13,Nagasaki,0,35,0
2019.04.14,Nagasaki,0,0,0
2019.04.15,Nagasaki,0,0,0
2019.04.16,Nagasaki,0,0,0
2019.04.17,Nagasaki,0,0,0
2019.04.18,Nagasaki,0,0,0
2019.04.19,Nagasaki,0,0,0
2019.04.20,Nagasaki,0,0,0
2019.04.21,Nagasaki,0,17,0
2019.04.22,Nagasaki,0,17,0
2019.04.23,Nagasaki,0,17,0
2019.04.24,Nagasaki,0,17,0
2019.04.25,Nagasaki,0,17,0
2019.04.26,Nagasaki,18,17,26.5625
2019.04.27,Nagasaki,0,17,0
2019.04.28,Nagasaki,0,0,0
2019.04.29,Nagasaki,0,0,0
2019.04.30,Nagasaki,0,0,0
2019.05.01,Nagasaki,0,0,0
2019.05.02,Nagasaki,0,0,0
2019.05.03,Nagasaki,0,0,0
2019.05.04,Nagasaki,0,0,0
2019.05.05,Nagasaki,0,0,0
2019.05.06,Nagasaki,0,0,0
2019.05.07,Nagasaki,0,0,0
2019.05.08,Nagasaki,0,0,0
2019.05.09,Nagasaki,0,0,0
2019.05.10,Nagasaki,0,0,0
2019.05.11,Nagasaki,0,0,0
2019.05.12,Nagasaki,0,0,0
2019.05.13,Nagasaki,0,0,0
2019.05.14,Nagasaki,0,0,0
2019.05.15,Nagasaki,0,0,0
2019.05.16,Nagasaki,0,0,0
2019.05.17,Nagasaki,0,0,0
2019.05.18,Nagasaki,0,0,0
2019.05.19,Nagasaki,0,0,0
2019.05.20,Nagasaki,0,0,0
2019.05.21,Nagasaki,0,0,0
2019.05.22,Nagasaki,0,0,0
2019.05.23,Nagasaki,0,0,0
2019.05.24,Nagasaki,0,0,0
2019.05.25,Nagasaki,0,0,0
2019.05.26,Nagasaki,0,35,0
2019.05.27,Nagasaki,0,35,0
2019.05.28,Nagasaki,0,35,0
2019.05.29,Nagasaki,18,35,25.904606
2019.05.30,Nagasaki,0,35,0
2019.05.31,Nagasaki,0,35,0
2019.06.01,Nagasaki,20,35,28.782896
2019.06.02,Nagasaki,16,19,12.837838
2019.06.03,Nagasaki,0,19,0
2019.06.04,Nagasaki,0,19,0
2019.06.05,Nagasaki,0,19,0
2019.06.06,Nagasaki,0,19,0
2019.06.07,Nagasaki,0,19,0
2019.06.08,Nagasaki,21,19,16.849663
2019.06.09,Nagasaki,0,0,0
2019.06.10,Nagasaki,0,0,0
2019.06.11,Nagasaki,0,0,0
2019.06.12,Nagasaki,0,0,0
2019.06.13,Nagasaki,0,0,0
2019.06.14,Nagasaki,0,0,0
2019.06.15,Nagasaki,0,0,0
2019.06.16,Nagasaki,0,0,0
2019.06.17,Nagasaki,0,0,0
2019.06.18,Nagasaki,0,0,0
2019.06.19,Nagasaki,0,0,0
2019.06.20,Nagasaki,0,0,0
2019.06.21,Nagasaki,0,0,0
2019.06.22,Nagasaki,0,0,0
2019.06.23,Nagasaki,0,0,0
2019.06.24,Nagasaki,0,0,0
2019.06.25,Nagasaki,0,0,0
2019.06.26,Nagasaki,0,0,0
2019.06.27,Nagasaki,0,0,0
2019.06.28,Nagasaki,0,0,0
2019.06.29,Nagasaki,0,0,0
2019.06.30,Nagasaki,0,0,0
2019.07.01,Nagasaki,0,0,0
2019.07.02,Nagasaki,0,0,0
2019.07.03,Nagasaki,0,0,0
2019.07.04,Nagasaki,0,0,0
2019.07.05,Nagasaki,0,0,0
2019.07.06,Nagasaki,0,0,0
2019.07.07,Nagasaki,0,20,0
2019.07.08,Nagasaki,0,20,0
2019.07.09,Nagasaki,0,20,0
2019.07.10,Nagasaki,0,20,0
2019.07.11,Nagasaki,0,20,0
2019.07.12,Nagasaki,0,20,0
2019.07.13,Nagasaki,85,20,31.249996
2019.07.14,Nagasaki,0,0,0
2019.07.15,Nagasaki,0,0,0
2019.07.16,Nagasaki,0,0,0
2019.07.17,Nagasaki,0,0,0
2019.07.18,Nagasaki,0,0,0
2019.07.19,Nagasaki,0,0,0
2019.07.20,Nagasaki,0,0,0
2019.07.21,Nagasaki,0,0,0
2019.07.22,Nagasaki,0,0,0
2019.07.23,Nagasaki,0,0,0
2019.07.24,Nagasaki,0,0,0
2019.07.25,Nagasaki,0,0,0
2019.07.26,Nagasaki,0,0,0
2019.07.27,Nagasaki,0,0,0
2019.07.28,Nagasaki,0,0,0
2019.07.29,Nagasaki,0,0,0
2019.07.30,Nagasaki,0,0,0
2019.07.31,Nagasaki,0,0,0
2019.08.01,Nagasaki,0,0,0
2019.08.02,Nagasaki,0,0,0
2019.08.03,Nagasaki,0,0,0
2019.08.04,Nagasaki,0,0,0
2019.08.05,Nagasaki,0,0,0
2019.08.06,Nagasaki,0,0,0
2019.08.07,Nagasaki,0,0,0
2019.08.08,Nagasaki,0,0,0
2019.08.09,Nagasaki,0,0,0
2019.08.10,Nagasaki,0,0,0
2019.08.11,Nagasaki,0,0,0
2019.08.12,Nagasaki,0,0,0
2019.08.13,Nagasaki,0,0,0
2019.08.14,Nagasaki,0,0,0
2019.08.15,Nagasaki,0,0,0
2019.08.16,Nagasaki,0,0,0
2019.08.17,Nagasaki,0,0,0
2019.08.18,Nagasaki,0,19,0
2019.08.19,Nagasaki,86,19,29.6875
2019.08.20,Nagasaki,0,19,0
2019.08.21,Nagasaki,0,19,0
2019.08.22,Nagasaki,0,19,0
2019.08.23,Nagasaki,0,19,0
2019.08.24,Nagasaki,0,19,0
2019.08.25,Nagasaki,0,0,0
2019.08.26,Nagasaki,0,0,0
2019.08.27,Nagasaki,0,0,0
2019.08.28,Nagasaki,0,0,0
2019.08.29,Nagasaki,0,0,0
2019.08.30,Nagasaki,0,0,0
2019.08.31,Nagasaki,0,0,0
2019.09.01,Nagasaki,0,0,0
2019.09.02,Nagasaki,0,0,0
2019.09.03,Nagasaki,0,0,0
2019.09.04,Nagasaki,0,0,0
2019.09.05,Nagasaki,0,0,0
2019.09.06,Nagasaki,0,0,0
2019.09.07,Nagasaki,0,0,0
2019.09.08,Nagasaki,0,0,0
2019.09.09,Nagasaki,0,0,0
2019.09.10,Nagasaki,0,0,0
2019.09.11,Nagasaki,0,0,0
2019.09.12,Nagasaki,0,0,0
2019.09.13,Nagasaki,0,0,0
2019.09.14,Nagasaki,0,0,0
2019.09.15,Nagasaki,0,0,0
2019.09.16,Nagasaki,0,0,0
2019.09.17,Nagasaki,0,0,0
2019.09.18,Nagasaki,0,0,0
2019.09.19,Nagasaki,0,0,0
2019.09.20,Nagasaki,0,0,0
2019.09.21,Nagasaki,0,0,0
2019.09.22,Nagasaki,0,0,0
2019.09.23,Nagasaki,0,0,0
2019.09.24,Nagasaki,0,0,0
2019.09.25,Nagasaki,0,0,0
2019.09.26,Nagasaki,94,0,0
2019.09.27,Nagasaki,0,0,0
2019.09.28,Nagasaki,0,0,0
2019.09.29,Nagasaki,0,0,0
2019.09.30,Nagasaki,0,0,0
2019.10.01,Nagasaki,0,0,0
2019.10.02,Nagasaki,0,0,0
2019.10.03,Nagasaki,0,0,0
2019.10.04,Nagasaki,0,0,0
2019.10.05,Nagasaki,0,0,0
2019.10.06,Nagasaki,0,0,0
2019.10.07,Nagasaki,0,0,0
2019.10.08,Nagasaki,0,0,0
2019.10.09,Nagasaki,0,0,0
2019.10.10,Nagasaki,0,0,0
2019.10.11,Nagasaki,0,0,0
2019.10.12,Nagasaki,0,0,0
2019.10.13,Nagasaki,0,0,0
2019.10.14,Nagasaki,0,0,0
2019.10.15,Nagasaki,0,0,0
2019.10.16,Nagasaki,0,0,0
2019.10.17,Nagasaki,0,0,0
2019.10.18,Nagasaki,0,0,0
2019.10.19,Nagasaki,0,0,0
2019.10.20,Nagasaki,0,0,0
2019.10.21,Nagasaki,0,0,0
2019.10.22,Nagasaki,0,0,0
2019.10.23,Nagasaki,0,0,0
2019.10.24,Nagasaki,0,0,0
2019.10.25,Nagasaki,0,0,0
2019.10.26,Nagasaki,0,0,0
2019.10.27,Nagasaki,0,0,0
2019.10.28,Nagasaki,0,0,0
2019.10.29,Nagasaki,0,0,0
2019.10.30,Nagasaki,0,0,0
2019.10.31,Nagasaki,0,0,0
2019.11.01,Nagasaki,0,0,0
2019.11.02,Nagasaki,0,0,0
2019.11.03,Nagasaki,0,0,0
2019.11.04,Nagasaki,0,0,0
2019.11.05,Nagasaki,0,0,0
2019.11.06,Nagasaki,0,0,0
2019.11.07,Nagasaki,0,0,0
2019.11.08,Nagasaki,0,0,0
2019.11.09,Nagasaki,0,0,0
2019.11.10,Nagasaki,0,0,0
2019.11.11,Nagasaki,0,0,0
2019.11.12,Nagasaki,0,0,0
2019.11.13,Nagasaki,0,0,0
2019.11.14,Nagasaki,0,0,0
2019.11.15,Nagasaki,100,0,0
2019.11.16,Nagasaki,0,0,0
2019.11.17,Nagasaki,0,21,0
2019.11.18,Nagasaki,0,21,0
2019.11.19,Nagasaki,0,21,0
2019.11.20,Nagasaki,0,21,0
2019.11.21,Nagasaki,0,21,0
2019.11.22,Nagasaki,0,21,0
2019.11.23,Nagasaki,84,21,32.8125
2019.11.24,Nagasaki,0,0,0
2019.11.25,Nagasaki,0,0,0
2019.11.26,Nagasaki,0,0,0
2019.11.27,Nagasaki,0,0,0
2019.11.28,Nagasaki,0,0,0
2019.11.29,Nagasaki,0,0,0
2019.11.30,Nagasaki,0,0,0
2019.12.01,Nagasaki,0,0,0
2019.12.02,Nagasaki,0,0,0
2019.12.03,Nagasaki,0,0,0
2019.12.04,Nagasaki,0,0,0
2019.12.05,Nagasaki,0,0,0
2019.12.06,Nagasaki,0,0,0
2019.12.07,Nagasaki,0,0,0
2019.12.08,Nagasaki,0,0,0
2019.12.09,Nagasaki,0,0,0
2019.12.10,Nagasaki,0,0,0
2019.12.11,Nagasaki,0,0,0
2019.12.12,Nagasaki,0,0,0
2019.12.13,Nagasaki,0,0,0
2019.12.14,Nagasaki,0,0,0
2019.12.15,Nagasaki,0,20,0
2019.12.16,Nagasaki,0,20,0
2019.12.17,Nagasaki,0,20,0
2019.12.18,Nagasaki,91,20,31.25
2019.12.19,Nagasaki,0,20,0
2019.12.20,Nagasaki,0,20,0
2019.12.21,Nagasaki,0,20,0
2019.12.22,Nagasaki,0,0,0
2019.12.23,Nagasaki,0,0,0
2019.12.24,Nagasaki,0,0,0
2019.12.25,Nagasaki,0,0,0
2019.12.26,Nagasaki,0,0,0
2019.12.27,Nagasaki,0,0,0
2019.12.28,Nagasaki,0,0,0
2019.12.29,Nagasaki,0,0,0
2019.12.30,Nagasaki,0,0,0
2019.12.31,Nagasaki,0,0,0
2020.01.01,Nagasaki,0,0,0
2020.01.02,Nagasaki,0,0,0
2020.01.03,Nagasaki,0,0,0
2020.01.04,Nagasaki,0,0,0
2015.12.27,Nara,0,0,0
2015.12.28,Nara,0,0,0
2015.12.29,Nara,0,0,0
2015.12.30,Nara,0,0,0
2015.12.31,Nara,0,0,0
2016.01.01,Nara,0,0,0
2016.01.02,Nara,0,0,0
2016.01.03,Nara,0,0,0
2016.01.04,Nara,0,0,0
2016.01.05,Nara,0,0,0
2016.01.06,Nara,0,0,0
2016.01.07,Nara,0,0,0
2016.01.08,Nara,0,0,0
2016.01.09,Nara,0,0,0
2016.01.10,Nara,0,26,0
2016.01.11,Nara,0,26,0
2016.01.12,Nara,18,26,13.863396
2016.01.13,Nara,0,26,0
2016.01.14,Nara,0,26,0
2016.01.15,Nara,19,26,14.633584
2016.01.16,Nara,16,26,12.323019
2016.01.17,Nara,0,0,0
2016.01.18,Nara,0,0,0
2016.01.19,Nara,0,0,0
2016.01.20,Nara,0,0,0
2016.01.21,Nara,0,0,0
2016.01.22,Nara,0,0,0
2016.01.23,Nara,0,0,0
2016.01.24,Nara,0,26,0
2016.01.25,Nara,37,26,27.460728
2016.01.26,Nara,0,26,0
2016.01.27,Nara,0,26,0
2016.01.28,Nara,18,26,13.359273
2016.01.29,Nara,0,26,0
2016.01.30,Nara,0,26,0
2016.01.31,Nara,0,9,0
2016.02.01,Nara,0,9,0
2016.02.02,Nara,0,9,0
2016.02.03,Nara,0,9,0
2016.02.04,Nara,0,9,0
2016.02.05,Nara,18,9,14.13
2016.02.06,Nara,0,9,0
2016.02.07,Nara,0,25,0
2016.02.08,Nara,0,25,0
2016.02.09,Nara,35,25,26.936277
2016.02.10,Nara,0,25,0
2016.02.11,Nara,16,25,12.313726
2016.02.12,Nara,0,25,0
2016.02.13,Nara,0,25,0
2016.02.14,Nara,15,17,12.131818
2016.02.15,Nara,0,17,0
2016.02.16,Nara,0,17,0
2016.02.17,Nara,0,17,0
2016.02.18,Nara,18,17,14.558182
2016.02.19,Nara,0,17,0
2016.02.20,Nara,0,17,0
2016.02.21,Nara,16,17,13.344999
2016.02.22,Nara,0,17,0
2016.02.23,Nara,0,17,0
2016.02.24,Nara,0,17,0
2016.02.25,Nara,0,17,0
2016.02.26,Nara,0,17,0
2016.02.27,Nara,16,17,13.344999
2016.02.28,Nara,31,58,24.761929
2016.02.29,Nara,33,58,26.359472
2016.03.01,Nara,0,58,0
2016.03.02,Nara,0,58,0
2016.03.03,Nara,17,58,13.579122
2016.03.04,Nara,17,58,13.579122
2016.03.05,Nara,16,58,12.780351
2016.03.06,Nara,45,89,35.325001
2016.03.07,Nara,100,89,78.5
2016.03.08,Nara,16,89,12.56
2016.03.09,Nara,0,89,0
2016.03.10,Nara,17,89,13.345
2016.03.11,Nara,0,89,0
2016.03.12,Nara,0,89,0
2016.03.13,Nara,0,57,0
2016.03.14,Nara,0,57,0
2016.03.15,Nara,0,57,0
2016.03.16,Nara,17,57,13.114915
2016.03.17,Nara,34,57,26.22983
2016.03.18,Nara,34,57,26.22983
2016.03.19,Nara,31,57,23.915434
2016.03.20,Nara,0,81,0
2016.03.21,Nara,47,81,36.445065
2016.03.22,Nara,51,81,39.546768
2016.03.23,Nara,17,81,13.182257
2016.03.24,Nara,33,81,25.589085
2016.03.25,Nara,16,81,12.40683
2016.03.26,Nara,0,81,0
2016.03.27,Nara,16,23,18.055
2016.03.28,Nara,0,23,0
2016.03.29,Nara,0,23,0
2016.03.30,Nara,16,23,18.055
2016.03.31,Nara,0,23,0
2016.04.01,Nara,0,23,0
2016.04.02,Nara,0,23,0
2016.04.03,Nara,0,16,0
2016.04.04,Nara,17,16,12.201143
2016.04.05,Nara,18,16,12.918858
2016.04.06,Nara,0,16,0
2016.04.07,Nara,0,16,0
2016.04.08,Nara,0,16,0
2016.04.09,Nara,0,16,0
2016.04.10,Nara,16,17,26.689999
2016.04.11,Nara,0,17,0
2016.04.12,Nara,0,17,0
2016.04.13,Nara,0,17,0
2016.04.14,Nara,0,17,0
2016.04.15,Nara,0,17,0
2016.04.16,Nara,0,17,0
2016.04.17,Nara,0,8,0
2016.04.18,Nara,0,8,0
2016.04.19,Nara,0,8,0
2016.04.20,Nara,0,8,0
2016.04.21,Nara,0,8,0
2016.04.22,Nara,0,8,0
2016.04.23,Nara,0,8,0
2016.04.24,Nara,0,8,0
2016.04.25,Nara,0,8,0
2016.04.26,Nara,0,8,0
2016.04.27,Nara,0,8,0
2016.04.28,Nara,0,8,0
2016.04.29,Nara,0,8,0
2016.04.30,Nara,0,8,0
2016.05.01,Nara,0,15,0
2016.05.02,Nara,0,15,0
2016.05.03,Nara,0,15,0
2016.05.04,Nara,0,15,0
2016.05.05,Nara,0,15,0
2016.05.06,Nara,0,15,0
2016.05.07,Nara,0,15,0
2016.05.08,Nara,0,25,0
2016.05.09,Nara,18,25,19.094595
2016.05.10,Nara,0,25,0
2016.05.11,Nara,0,25,0
2016.05.12,Nara,0,25,0
2016.05.13,Nara,19,25,20.155405
2016.05.14,Nara,0,25,0
2016.05.15,Nara,0,8,0
2016.05.16,Nara,0,8,0
2016.05.17,Nara,0,8,0
2016.05.18,Nara,18,8,12.56
2016.05.19,Nara,0,8,0
2016.05.20,Nara,0,8,0
2016.05.21,Nara,0,8,0
2016.05.22,Nara,0,16,0
2016.05.23,Nara,0,16,0
2016.05.24,Nara,0,16,0
2016.05.25,Nara,0,16,0
2016.05.26,Nara,0,16,0
2016.05.27,Nara,0,16,0
2016.05.28,Nara,0,16,0
2016.05.29,Nara,0,8,0
2016.05.30,Nara,18,8,12.56
2016.05.31,Nara,0,8,0
2016.06.01,Nara,0,8,0
2016.06.02,Nara,0,8,0
2016.06.03,Nara,0,8,0
2016.06.04,Nara,0,8,0
2016.06.05,Nara,0,0,0
